,img_path,gt_path,split
28,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000137_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000137_000019_gtFine_labelTrainIds.png,train
29,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000135_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000135_000019_gtFine_labelTrainIds.png,train
30,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000055_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000055_000019_gtFine_labelTrainIds.png,train
31,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000155_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000155_000019_gtFine_labelTrainIds.png,train
32,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000058_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000058_000019_gtFine_labelTrainIds.png,train
33,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000130_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000130_000019_gtFine_labelTrainIds.png,train
34,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000014_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000014_000019_gtFine_labelTrainIds.png,train
35,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000078_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000078_000019_gtFine_labelTrainIds.png,train
36,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000017_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000017_000019_gtFine_labelTrainIds.png,train
37,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000162_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000162_000019_gtFine_labelTrainIds.png,train
38,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000060_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000060_000019_gtFine_labelTrainIds.png,train
39,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000052_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000052_000019_gtFine_labelTrainIds.png,train
40,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000173_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000173_000019_gtFine_labelTrainIds.png,train
41,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000111_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000111_000019_gtFine_labelTrainIds.png,train
42,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000012_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000012_000019_gtFine_labelTrainIds.png,train
43,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000133_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000133_000019_gtFine_labelTrainIds.png,train
44,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000001_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000001_000019_gtFine_labelTrainIds.png,train
45,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000015_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000015_000019_gtFine_labelTrainIds.png,train
46,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000071_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000071_000019_gtFine_labelTrainIds.png,train
47,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000087_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000087_000019_gtFine_labelTrainIds.png,train
48,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000033_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000033_000019_gtFine_labelTrainIds.png,train
49,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000011_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000011_000019_gtFine_labelTrainIds.png,train
50,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000102_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000102_000019_gtFine_labelTrainIds.png,train
51,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000070_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000070_000019_gtFine_labelTrainIds.png,train
52,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000146_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000146_000019_gtFine_labelTrainIds.png,train
53,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000067_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000067_000019_gtFine_labelTrainIds.png,train
54,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000145_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000145_000019_gtFine_labelTrainIds.png,train
55,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000084_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000084_000019_gtFine_labelTrainIds.png,train
56,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000038_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000038_000019_gtFine_labelTrainIds.png,train
57,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000109_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000109_000019_gtFine_labelTrainIds.png,train
58,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000134_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000134_000019_gtFine_labelTrainIds.png,train
59,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000045_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000045_000019_gtFine_labelTrainIds.png,train
60,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000138_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000138_000019_gtFine_labelTrainIds.png,train
61,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000129_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000129_000019_gtFine_labelTrainIds.png,train
62,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000016_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000016_000019_gtFine_labelTrainIds.png,train
63,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000141_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000141_000019_gtFine_labelTrainIds.png,train
64,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000041_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000041_000019_gtFine_labelTrainIds.png,train
65,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000024_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000024_000019_gtFine_labelTrainIds.png,train
66,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000057_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000057_000019_gtFine_labelTrainIds.png,train
67,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000142_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000142_000019_gtFine_labelTrainIds.png,train
68,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000098_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000098_000019_gtFine_labelTrainIds.png,train
69,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000013_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000013_000019_gtFine_labelTrainIds.png,train
70,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000169_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000169_000019_gtFine_labelTrainIds.png,train
71,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000157_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000157_000019_gtFine_labelTrainIds.png,train
72,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000002_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000002_000019_gtFine_labelTrainIds.png,train
73,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000168_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000168_000019_gtFine_labelTrainIds.png,train
74,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000100_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000100_000019_gtFine_labelTrainIds.png,train
75,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000056_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000056_000019_gtFine_labelTrainIds.png,train
76,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000117_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000117_000019_gtFine_labelTrainIds.png,train
77,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000126_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000126_000019_gtFine_labelTrainIds.png,train
78,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000088_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000088_000019_gtFine_labelTrainIds.png,train
79,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000050_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000050_000019_gtFine_labelTrainIds.png,train
80,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000021_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000021_000019_gtFine_labelTrainIds.png,train
81,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000094_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000094_000019_gtFine_labelTrainIds.png,train
82,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000148_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000148_000019_gtFine_labelTrainIds.png,train
83,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000119_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000119_000019_gtFine_labelTrainIds.png,train
84,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000007_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000007_000019_gtFine_labelTrainIds.png,train
85,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000144_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000144_000019_gtFine_labelTrainIds.png,train
86,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000122_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000122_000019_gtFine_labelTrainIds.png,train
87,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000066_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000066_000019_gtFine_labelTrainIds.png,train
88,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000072_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000072_000019_gtFine_labelTrainIds.png,train
89,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000150_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000150_000019_gtFine_labelTrainIds.png,train
90,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000064_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000064_000019_gtFine_labelTrainIds.png,train
91,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000043_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000043_000019_gtFine_labelTrainIds.png,train
92,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000170_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000170_000019_gtFine_labelTrainIds.png,train
93,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000103_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000103_000019_gtFine_labelTrainIds.png,train
94,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000027_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000027_000019_gtFine_labelTrainIds.png,train
95,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000082_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000082_000019_gtFine_labelTrainIds.png,train
96,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000089_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000089_000019_gtFine_labelTrainIds.png,train
97,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000003_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000003_000019_gtFine_labelTrainIds.png,train
98,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000161_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000161_000019_gtFine_labelTrainIds.png,train
99,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000000_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000000_000019_gtFine_labelTrainIds.png,train
100,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000065_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000065_000019_gtFine_labelTrainIds.png,train
101,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000009_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000009_000019_gtFine_labelTrainIds.png,train
102,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000086_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000086_000019_gtFine_labelTrainIds.png,train
103,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000023_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000023_000019_gtFine_labelTrainIds.png,train
104,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000127_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000127_000019_gtFine_labelTrainIds.png,train
105,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000063_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000063_000019_gtFine_labelTrainIds.png,train
106,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000046_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000046_000019_gtFine_labelTrainIds.png,train
107,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000096_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000096_000019_gtFine_labelTrainIds.png,train
108,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000077_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000077_000019_gtFine_labelTrainIds.png,train
109,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000049_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000049_000019_gtFine_labelTrainIds.png,train
110,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000093_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000093_000019_gtFine_labelTrainIds.png,train
111,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000022_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000022_000019_gtFine_labelTrainIds.png,train
112,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000153_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000153_000019_gtFine_labelTrainIds.png,train
113,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000054_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000054_000019_gtFine_labelTrainIds.png,train
114,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000085_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000085_000019_gtFine_labelTrainIds.png,train
115,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000025_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000025_000019_gtFine_labelTrainIds.png,train
116,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000080_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000080_000019_gtFine_labelTrainIds.png,train
117,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000068_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000068_000019_gtFine_labelTrainIds.png,train
118,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000154_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000154_000019_gtFine_labelTrainIds.png,train
119,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000034_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000034_000019_gtFine_labelTrainIds.png,train
120,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000152_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000152_000019_gtFine_labelTrainIds.png,train
121,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000125_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000125_000019_gtFine_labelTrainIds.png,train
122,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000032_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000032_000019_gtFine_labelTrainIds.png,train
123,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000092_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000092_000019_gtFine_labelTrainIds.png,train
124,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000121_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000121_000019_gtFine_labelTrainIds.png,train
125,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000051_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000051_000019_gtFine_labelTrainIds.png,train
126,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000105_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000105_000019_gtFine_labelTrainIds.png,train
127,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000004_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000004_000019_gtFine_labelTrainIds.png,train
128,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000124_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000124_000019_gtFine_labelTrainIds.png,train
129,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000029_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000029_000019_gtFine_labelTrainIds.png,train
130,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000026_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000026_000019_gtFine_labelTrainIds.png,train
131,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000040_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000040_000019_gtFine_labelTrainIds.png,train
132,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000149_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000149_000019_gtFine_labelTrainIds.png,train
133,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000030_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000030_000019_gtFine_labelTrainIds.png,train
134,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000036_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000036_000019_gtFine_labelTrainIds.png,train
135,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000132_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000132_000019_gtFine_labelTrainIds.png,train
136,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000010_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000010_000019_gtFine_labelTrainIds.png,train
137,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000090_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000090_000019_gtFine_labelTrainIds.png,train
138,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000019_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000019_000019_gtFine_labelTrainIds.png,train
139,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000107_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000107_000019_gtFine_labelTrainIds.png,train
140,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000158_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000158_000019_gtFine_labelTrainIds.png,train
141,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000147_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000147_000019_gtFine_labelTrainIds.png,train
142,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000076_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000076_000019_gtFine_labelTrainIds.png,train
143,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000075_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000075_000019_gtFine_labelTrainIds.png,train
144,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000042_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000042_000019_gtFine_labelTrainIds.png,train
145,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000140_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000140_000019_gtFine_labelTrainIds.png,train
146,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000048_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000048_000019_gtFine_labelTrainIds.png,train
147,/home/aistudio/data/leftImg8bit/train/aachen/aachen_000006_000019_leftImg8bit.png,/home/aistudio/data/gtFine/train/aachen/aachen_000006_000019_gtFine_labelTrainIds.png,train
